full_name,race,gender,age,job_title,state,city,zip_code,Salary,,,,,,
Durand Attrey,American Indian & Alaska Native,Male,48,Safety Technician,New York,New York City,10120,"$192,378.86 ",,,,,,
Wally Wickersley,White,Female,30,Business Systems Development Analyst,New York,Albany,12205,"$115,565.57 ",,,,,,
Cami Gaymar,White,Female,32,VP Marketing,New York,New York City,10270,"$180,593.15 ",,,,,,
Stevana Fosher,White,Female,61,General Manager,New York,New York City,10170,"$107,328.30 ",,,,,,
Lenard Greim,Hispanic,Male,19,Director of Sales,New York,Syracuse,13217,"$137,919.96 ",,,,,,
Ingeberg Bricket,Black,Female,48,Software Developer,New York,Bronx,10464,"$272,571.75 ",,,,,,
Lucia Janny,White,Female,32,Librarian,New York,New York City,10120,"$181,980.13 ",,,,,,
Francine Judd,White,Female,44,General Manager,New York,Brooklyn,11236,"$111,748.87 ",,,,,,
Kally Gilbard,White,Female,42,Assistant Manager,New York,New York City,10275,"$258,225.01 ",,,,,,
Randy Saker,White,Male,62,VP Sales,New York,Bronx,10474,"$166,554.94 ",,,,,,
Alfi Greste,Black,Female,51,Operator,New York,Utica,13505,"$252,731.46 ",,,,,,
Manon Dawbury,White,Female,42,Sales Associate,New York,Syracuse,13205,"$113,618.90 ",,,,,,
Iggy Cheevers,White,Male,60,Nurse,New York,New York City,10014,"$294,516.62 ",,,,,,
Merna Leffek,Hispanic,Female,50,Senior Sales Associate,New York,Bronx,10474,"$77,835.60 ",,,,,,
Arlee Lenoir,White,Female,53,Account Coordinator,New York,New York City,10292,"$30,789.13 ",,,,,,
Colline Baynes,Hispanic,Female,67,Senior Editor,New York,Brooklyn,11225,"$119,243.67 ",,,,,,
Lenard Godly,White,Male,19,Payment Adjustment Coordinator,New York,Mount Vernon,10557,"$243,678.52 ",,,,,,
Zelda Mabbot,White,Female,24,Recruiter,New York,New York City,10131,"$139,788.98 ",,,,,,
Asher Martindale,Black,Male,21,Paralegal,New York,New York City,10160,"$134,713.06 ",,,,,,
Kathi Hair,White,Female,54,Sales Associate,New York,Syracuse,13205,"$236,688.49 ",,,,,,
Randy Normanville,Black,Female,29,Media Manager,New York,Brooklyn,11236,"$64,746.53 ",,,,,,
Ethan Tedder,White,Male,58,Systems Administrator,New York,Port Washington,11054,"$92,853.95 ",,,,,,
Marnie Preedy,White,Female,29,Social Worker,New York,Rochester,14609,"$250,813.05 ",,,,,,
Rayshell Bagott,Hispanic,Female,19,Registered Nurse,New York,Brooklyn,11236,"$127,454.23 ",,,,,,
Eleni Barensky,Black,Female,43,Software Developer,New York,New Hyde Park,11044,"$117,268.52 ",,,,,,
Bart Rookes,White,Male,26,Sales Associate,New York,Rochester,14646,"$164,492.05 ",,,,,,
Jeanie Nacey,White,Female,64,Paralegal,New York,New York City,10203,"$184,055.29 ",,,,,,
Melita Dutton,Black,Female,30,Software Developer,New York,Jamaica,11436,"$100,386.15 ",,,,,,
Ransell Nottingam,White,Male,26,Software Developer,New York,Albany,12247,"$66,171.13 ",,,,,,
Madlin Yakebowitch,White,Female,65,Software Developer,New York,New York City,10184,"$296,664.25 ",,,,,,
Bella Rosini,White,Female,41,VP Product Management,New York,Rochester,14683,"$196,204.66 ",,,,,,
Berke Popov,Hispanic,Male,42,Executive Assistant,New York,New York City,10009,"$171,812.50 ",,,,,,
Ciro Meachen,Hispanic,Male,60,Software Developer,New York,Brooklyn,11247,"$162,298.89 ",,,,,,
Gertruda Giacovelli,White,Female,18,Physical Therapy Assistant,New York,Brooklyn,11231,"$50,047.68 ",,,,,,
Kerwin Hargie,White,Male,68,Senior Cost Accountant,New York,Rochester,14604,"$281,520.13 ",,,,,,
Pia Ram,Black,Female,61,Graphic Designer,New York,Jamaica,11436,"$174,913.39 ",,,,,,
Patric Pester,White,Male,43,Human Resources,New York,Elmira,14905,"$173,377.52 ",,,,,,
Kippy Connell,White,Female,32,Software Developer,New York,Syracuse,13205,"$80,642.06 ",,,,,,
Gorden Haygreen,Hispanic,Male,39,Nurse Practicioner,New York,Bronx,10454,"$83,304.17 ",,,,,,
Corry Gosling,White,Female,26,Systems Administrator,New York,Schenectady,12325,"$254,178.17 ",,,,,,
Wilma Melpuss,White,Female,19,Environmental Specialist,New York,Syracuse,13224,"$227,920.13 ",,,,,,
Arlene Rewcassell,White,Female,50,Teacher,New York,Jamaica,11436,"$50,920.34 ",,,,,,
Marilin O'Doran,Black,Female,19,Business Systems Development Analyst,New York,Bronx,10464,"$154,476.95 ",,,,,,
Kaia Thamelt,Asian,Female,62,Environmental Specialist,New York,Flushing,11388,"$125,020.13 ",,,,,,
Garreth Hearnes,White,Male,51,Software Developer,New York,Syracuse,13224,"$215,070.38 ",,,,,,
Mala Deeves,White,Female,68,Pharmacist,New York,Albany,12247,"$197,106.06 ",,,,,,
Karlen Shearwood,White,Female,66,Biostatistician,New York,New York City,10024,"$112,931.09 ",,,,,,
Kris Copins,Hispanic,Female,62,Sales Associate,New York,New York City,10014,"$236,752.93 ",,,,,,
Billie Starbucke,Hispanic,Male,30,Sales Associate,New York,New York City,10125,"$176,430.73 ",,,,,,
Kent Hesey,White,Male,69,Paralegal,New York,Buffalo,14210,"$194,752.04 ",,,,,,
Kikelia Ashfield,Other,Female,40,Sales Associate,New York,Jamaica,11499,"$260,292.84 ",,,,,,
Lyn Cragell,Black,Male,50,Software Consultant,New York,Brooklyn,11205,"$197,476.99 ",,,,,,
Reina Yuryatin,White,Female,33,Executive Assistant,New York,Buffalo,14210,"$86,830.63 ",,,,,,
Waylon Crighton,White,Male,19,Research Associate,New York,Albany,12242,"$108,992.31 ",,,,,,
Giorgio Pepineaux,White,Male,71,Software Developer,New York,Brooklyn,11215,"$122,015.85 ",,,,,,
Jocelyne Vakhlov,Hispanic,Female,43,Sales Associate,New York,Bronx,10464,"$273,466.68 ",,,,,,
Freddi Grunnill,Other,Female,53,Web Designer,New York,New York City,10150,"$74,380.16 ",,,,,,
Kendra Castagneri,White,Female,29,Help Desk Technician,New York,Albany,12237,"$132,154.96 ",,,,,,
Aurel Skellorne,White,Female,55,Human Resources,New York,New York City,10203,"$210,670.20 ",,,,,,
Fredrika Roycroft,White,Female,59,Web Designer,New York,New York City,10039,"$214,289.34 ",,,,,,
Teddie Fiddler,Hispanic,Male,22,Data Coordiator,New York,New York City,10004,"$179,923.35 ",,,,,,
Noach Heinish,White,Male,69,Account Executive,New York,New York City,10184,"$201,569.22 ",,,,,,
Bobbee Heskey,Asian,Female,37,Legal Assistant,New York,Staten Island,10305,"$239,938.14 ",,,,,,
Levy Gersam,Other,Male,66,General Manager,New York,Utica,13505,"$195,850.75 ",,,,,,
Timoteo Wager,White,Male,25,Staff Scientist,New York,Buffalo,14220,"$109,371.08 ",,,,,,
Gene Islep,White,Female,66,Librarian,New York,Rochester,14639,"$69,313.87 ",,,,,,
Homere Hungerford,White,Male,43,Administrative Officer,New York,Albany,12222,"$127,222.13 ",,,,,,
Melamie Please,Hispanic,Female,36,Sales Associate,New York,Bronx,10474,"$236,131.44 ",,,,,,
Odey Morgon,White,Male,34,VP Marketing,New York,Buffalo,14269,"$137,047.41 ",,,,,,
Waverley Wotherspoon,White,Male,39,Marketing Assistant,New York,Albany,12222,"$262,145.38 ",,,,,,
Brandon Yurenev,White,Male,18,Nurse,New York,New York City,10249,"$243,181.04 ",,,,,,
Janek Mapletoft,White,Male,56,Database Administrator,New York,Brooklyn,11205,"$202,383.82 ",,,,,,
Sutherlan Rooson,Other,Male,51,Sales Associate,New York,New York City,10099,"$120,807.36 ",,,,,,
West Shearman,Black,Male,20,Assistant Professor,New York,Albany,12205,"$47,373.88 ",,,,,,
Tisha Bourne,Hispanic,Female,59,Research Associate,New York,Rochester,14639,"$43,529.98 ",,,,,,
Murry Sleith,Black,Male,70,Sales Associate,New York,New York City,10039,"$35,857.22 ",,,,,,
Murdoch Barke,White,Male,59,Junior Executive,New York,Schenectady,12325,"$216,766.80 ",,,,,,
Thibaut Tuson,Black,Male,20,Cost Accountant,New York,New York City,10165,"$42,374.48 ",,,,,,
Germayne Skedge,Hispanic,Male,42,Operator,New York,Rochester,14652,"$33,852.09 ",,,,,,
Kathie Thaxton,White,Female,34,Electrician,New York,Bronx,10454,"$62,398.52 ",,,,,,
Bianka Enden,White,Female,48,Accountant,New York,Buffalo,14225,"$133,727.38 ",,,,,,
Boris Deveral,White,Male,58,Graphic Designer,New York,Buffalo,14210,"$246,014.00 ",,,,,,
Jakob De Clairmont,White,Male,32,Account Coordinator,New York,Jamaica,11407,"$287,446.97 ",,,,,,
Alexis Whifen,Black,Male,59,Administrative Officer,New York,Syracuse,13217,"$257,176.81 ",,,,,,
Hetty Ronci,Hispanic,Female,39,Assistant Manager,New York,New York City,10165,"$166,888.49 ",,,,,,
Jamesy Stent,Hispanic,Male,52,Software Consultant,New York,Brooklyn,11225,"$119,008.56 ",,,,,,
Allen Sollowaye,Black,Male,46,Geologist,New York,New York City,10024,"$242,941.86 ",,,,,,
Gordie Longhi,White,Male,68,Help Desk Technician,New York,Brooklyn,11220,"$57,659.89 ",,,,,,
Raymund Siehard,Hispanic,Male,61,Financial Analyst,New York,Staten Island,10305,"$229,865.23 ",,,,,,
Nicola Kovnot,White,Female,45,Database Administrator,New York,New York City,10270,"$215,527.01 ",,,,,,
Garrick Note,White,Male,59,Software Consultant,New York,Albany,12205,"$291,850.30 ",,,,,,
Bale Kinchin,Black,Male,24,Tax Accountant,New York,Utica,13505,"$227,215.59 ",,,,,,
Adoree O'Codihie,White,Female,61,Physical Therapy Assistant,New York,New York City,10039,"$260,179.90 ",,,,,,
Stirling Pestricke,White,Male,40,Professor,New York,Albany,12247,"$134,125.21 ",,,,,,
Sisile Bennallck,White,Female,20,Software Developer,New York,Utica,13505,"$205,932.93 ",,,,,,
Ros Matijevic,White,Female,20,Marketing Assistant,New York,New York City,10275,"$72,792.27 ",,,,,,
Carleen Grishin,Hispanic,Female,47,Clinical Specialist,New York,New York City,10034,"$82,340.51 ",,,,,,
Chane McAteer,White,Male,67,Statistician,New York,Elmira,14905,"$63,782.48 ",,,,,,
Aldridge Alf,White,Male,27,Marketing Manager,New York,Bronx,10459,"$192,182.94 ",,,,,,
Vincenz Astlet,Black,Male,52,Sales Associate,New York,New York City,10275,"$295,586.97 ",,,,,,
Ambur Atwood,Black,Female,38,Professor,New York,New York City,10045,"$34,729.53 ",,,,,,
Guinevere Aldwinckle,White,Female,63,Teacher,New York,Bronx,10469,"$271,402.84 ",,,,,,
Roslyn Saunier,White,Female,67,Assistant Media Planner,New York,New York City,10115,"$235,752.99 ",,,,,,
Kitty Plank,White,Female,29,Desktop Support Technician,New York,New York City,10260,"$169,414.82 ",,,,,,
Corinna Imason,Black,Female,55,Recruiting Manager,New York,Jamaica,11436,"$88,357.39 ",,,,,,
Roanne Streetfield,Hispanic,Female,31,Accountant,New York,Hicksville,11854,"$184,808.92 ",,,,,,
Elihu Macieiczyk,White,Male,23,Buget Analyst,New York,Flushing,11388,"$200,068.33 ",,,,,,
Hesther Deyes,White,Female,21,Web Designer,New York,Albany,12210,"$198,780.90 ",,,,,,
Renee Vasser,White,Female,46,Teacher,New York,Brooklyn,11236,"$272,995.20 ",,,,,,
Mitzi Macak,Hispanic,Female,45,Data Coordiator,New York,Mount Vernon,10557,"$171,949.83 ",,,,,,
Melicent Sarvar,White,Female,69,Software Developer,New York,White Plains,10633,"$188,706.12 ",,,,,,
Jaimie Normabell,Hispanic,Male,28,Teacher,New York,New York City,10175,"$117,768.44 ",,,,,,
Jacquelyn Madge,Hispanic,Female,43,VP Quality Control,New York,New York City,10019,"$118,605.23 ",,,,,,
Jacky Ferrea,White,Female,33,Account Executive,New York,Buffalo,14225,"$255,428.56 ",,,,,,
Robinett McCully,White,Female,36,Operator,New York,New York City,10292,"$247,683.15 ",,,,,,
Clyve Cahill,Black,Male,56,Assistant Manager,New York,Albany,12255,"$170,305.22 ",,,,,,
Tonie Dorr,White,Female,63,Environmental Tech,New York,Rochester,14683,"$164,606.14 ",,,,,,
Herbie M'cowis,Asian,Male,31,Database Administrator,New York,Buffalo,14233,"$168,169.89 ",,,,,,
Jamill Higford,Other,Male,67,Software Developer,New York,Albany,12255,"$50,919.22 ",,,,,,
Westbrooke Benedick,White,Male,53,Marketing Manager,New York,Schenectady,12325,"$94,143.70 ",,,,,,
Nananne Deshorts,White,Female,70,Human Resources,New York,New York City,10275,"$203,611.98 ",,,,,,
Donni Crowcher,White,Female,60,Compensation Analyst,New York,Buffalo,14205,"$157,927.00 ",,,,,,
Dion Shewen,Black,Male,40,Accountant,New York,New Hyde Park,11044,"$56,320.54 ",,,,,,
Ave Scyner,White,Male,41,Executive Assistant,New York,Syracuse,13205,"$158,032.87 ",,,,,,
Elmer Stolting,White,Male,44,VP Sales,New York,Elmira,14905,"$193,391.57 ",,,,,,
Liane Jeafferson,White,Female,44,Systems Administrator,New York,Albany,12227,"$40,287.51 ",,,,,,
Daile Knoller,Black,Female,29,Software Developer,New York,New York City,10280,"$103,617.59 ",,,,,,
Dusty Belmont,White,Female,60,Financial Advisor,New York,Staten Island,10310,"$147,898.97 ",,,,,,
Jessa McGairl,White,Female,31,Recruiter,New York,Bronx,10469,"$169,120.26 ",,,,,,
Hillery Curthoys,Hispanic,Male,49,Compensation Analyst,New York,Rochester,14609,"$53,679.61 ",,,,,,
Madelle Olorenshaw,White,Female,18,Information Systems Manager,New York,Albany,12232,"$95,920.39 ",,,,,,
Anjela Lief,White,Female,39,Media Manager,New York,New York City,10099,"$74,025.75 ",,,,,,
Knox Martinello,Hispanic,Male,44,Teacher,New York,Brooklyn,11220,"$286,544.68 ",,,,,,
Kirbee Drinkel,White,Female,23,Desktop Support Technician,New York,Utica,13505,"$229,492.05 ",,,,,,
Gaspard Deackes,Hispanic,Male,60,Software Developer,New York,New York City,10039,"$279,538.06 ",,,,,,
Skye Whetton,White,Male,32,Biostatistician,New York,Albany,12227,"$188,857.44 ",,,,,,
Lauretta O'Bruen,White,Female,41,Junior Executive,New York,Albany,12237,"$291,373.02 ",,,,,,
Leonid Fosten,Other,Male,39,Teacher,New York,Rochester,14619,"$255,637.03 ",,,,,,
George Devereux,Hispanic,Male,31,Software Consultant,New York,Syracuse,13205,"$94,422.47 ",,,,,,
Adria Bozward,White,Female,64,VP Accounting,New York,Buffalo,14263,"$171,996.53 ",,,,,,
Forrester Tefft,White,Male,57,Teacher,New York,Albany,12242,"$122,261.16 ",,,,,,
Frederico Schanke,Asian,Male,21,Help Desk Operator,New York,Rochester,14619,"$60,148.18 ",,,,,,
Humphrey Winslet,White,Male,18,Assistant Manager,New York,Albany,12255,"$201,495.09 ",,,,,,
Bailie Grabeham,Hispanic,Male,67,Internal Auditor,New York,Brooklyn,11220,"$75,081.06 ",,,,,,
Celine Demogeot,White,Female,40,Internal Auditor,New York,Brooklyn,11215,"$221,941.19 ",,,,,,
Rickie Lerego,Black,Male,38,Food Chemist,New York,Rochester,14646,"$280,337.94 ",,,,,,
Gallagher Southard,Black,Male,29,Teacher,New York,Bronx,10454,"$116,946.19 ",,,,,,
Pace Baitman,White,Male,28,Financial Advisor,New York,Brooklyn,11231,"$187,800.47 ",,,,,,
Chadd Pellman,White,Male,18,Information Systems Manager,New York,Albany,12242,"$253,975.51 ",,,,,,
Malinda Orleton,Hispanic,Female,35,Teacher,New York,Buffalo,14205,"$37,636.01 ",,,,,,
Milt Chesters,White,Male,26,Teacher,New York,Syracuse,13217,"$67,334.03 ",,,,,,
Sim Tithacott,White,Male,69,Teacher,New York,New York City,10249,"$90,625.30 ",,,,,,
Charita Ponton,White,Female,48,Project Manager,New York,Buffalo,14263,"$68,789.36 ",,,,,,
Cairistiona Rays,White,Female,43,Sales Associate,New York,Albany,12205,"$217,380.53 ",,,,,,
Donetta Mattusevich,Black,Female,50,Executive Assistant,New York,Brooklyn,11225,"$153,822.03 ",,,,,,
Colver Knibbs,Black,Male,47,Automation Specialist,New York,Albany,12247,"$46,817.82 ",,,,,,
Benny Kidds,White,Male,26,Teacher,New York,New York City,10029,"$200,691.81 ",,,,,,
Lee Outibridge,White,Male,58,Graphic Designer,New York,New Hyde Park,11044,"$35,571.59 ",,,,,,
Robenia Caherny,White,Female,62,Teacher,New York,Brooklyn,11247,"$239,945.98 ",,,,,,
Damaris Baume,White,Female,44,Research Assistant,New York,New Hyde Park,11044,"$166,925.66 ",,,,,,
Brok Lockney,White,Male,20,Teacher,New York,Jamaica,11447,"$181,753.45 ",,,,,,
Domini Bairnsfather,White,Female,27,Teacher,New York,New York City,10029,"$150,272.97 ",,,,,,
Pavla Pothbury,White,Female,57,Junior Executive,New York,Buffalo,14225,"$65,271.66 ",,,,,,
Fleming Cradduck,White,Male,69,Tax Accountant,New York,Hicksville,11854,"$144,211.73 ",,,,,,
Skelly Bradick,Black,Male,66,VP Sales,New York,Syracuse,13205,"$243,143.51 ",,,,,,
Andras Wylder,Hispanic,Male,61,Director of Sales,New York,New York City,10249,"$32,448.95 ",,,,,,
Sullivan Berkowitz,Hispanic,Male,53,Registered Nurse,New York,Bronx,10459,"$35,962.64 ",,,,,,
Axel Raise,Hispanic,Male,31,Sales Associate,New York,Jamaica,11480,"$285,840.46 ",,,,,,
Inglebert Coward,Asian,Male,49,Teacher,New York,Buffalo,14220,"$237,876.55 ",,,,,,
Simone Glanfield,Hispanic,Male,27,Statistician,New York,New York City,10014,"$80,318.66 ",,,,,,
Ben Micka,White,Male,66,Sales Representative,New York,Rochester,14624,"$125,353.17 ",,,,,,
Hunter Zorzin,White,Male,23,Business Systems Development Analyst,New York,Flushing,11388,"$193,376.38 ",,,,,,
Zackariah Barnes,White,Male,68,Statistician,New York,Albany,12242,"$163,394.60 ",,,,,,
Seamus Rankin,White,Male,69,Executive Assistant,New York,Jamaica,11436,"$45,626.48 ",,,,,,
Ari Vizard,Other,Male,23,Dental Hygienist,New York,New York City,10155,"$58,978.24 ",,,,,,
Lorry Buckenham,White,Female,22,Teacher,New York,New York City,10160,"$84,475.52 ",,,,,,
Brnaby Pougher,White,Male,69,Help Desk Technician,New York,New York City,10039,"$260,757.45 ",,,,,,
Drud Feronet,Black,Male,55,Associate Professor,New York,Flushing,11388,"$254,379.80 ",,,,,,
Hedwiga Wimmer,Hispanic,Female,22,Senior Editor,New York,New York City,10203,"$256,373.45 ",,,,,,
Jarvis Callister,Hispanic,Male,43,Teacher,New York,Jamaica,11470,"$34,664.06 ",,,,,,
Laetitia Gellett,Hispanic,Female,45,Buget Analyst,New York,New York City,10292,"$126,668.40 ",,,,,,
Tommy O'Curneen,White,Female,25,Staff Scientist,New York,New York City,10079,"$253,837.62 ",,,,,,
Gaby Hull,White,Male,35,Teacher,New York,Buffalo,14276,"$58,407.19 ",,,,,,
Julee Plom,White,Female,24,Software Developer,New York,New York City,10175,"$109,995.29 ",,,,,,
Berna Yonnie,White,Female,22,Software Developer,New York,Rochester,14639,"$217,618.58 ",,,,,,
Alfonse Jiran,White,Male,39,Senior Sales Associate,New York,Brooklyn,11236,"$124,474.50 ",,,,,,
Kimbell Cox,White,Male,31,Research Associate,New York,New York City,10203,"$75,610.05 ",,,,,,
Hew Yitzovicz,Hispanic,Male,52,Automation Specialist,New York,New York City,10099,"$148,567.24 ",,,,,,
Chelsey Tatters,White,Female,62,Recruiter,New York,New York City,10024,"$85,220.54 ",,,,,,
Kathy Dunkirk,Other,Female,49,Research Nurse,New York,Rochester,14639,"$191,854.60 ",,,,,,
Gretal Sweet,Hispanic,Female,64,Speech Pathologist,New York,Jamaica,11447,"$132,870.66 ",,,,,,
Andrus Kesteven,White,Male,24,Financial Advisor,New York,Schenectady,12305,"$138,096.55 ",,,,,,
Zared Ramble,White,Male,70,Legal Assistant,New York,New Hyde Park,11044,"$290,746.93 ",,,,,,
Rosaleen McLenaghan,Other,Female,46,Marketing Manager,New York,Jamaica,11470,"$294,257.44 ",,,,,,
Jaquith Castillou,Black,Female,38,Internal Auditor,New York,Buffalo,14220,"$267,415.88 ",,,,,,
Teri Kleinhaut,White,Female,68,Geologist,New York,Brooklyn,11247,"$281,533.09 ",,,,,,
Ax Faustian,White,Male,34,Software Developer,New York,Hicksville,11854,"$148,356.24 ",,,,,,
Stevie MacCarter,White,Male,64,VP Marketing,New York,Bronx,10464,"$134,046.34 ",,,,,,
Fran Stampfer,White,Male,21,Occupational Therapist,New York,New York City,10160,"$79,484.91 ",,,,,,
Chris Mazillius,Hispanic,Female,24,Help Desk Technician,New York,New York City,10275,"$134,531.99 ",,,,,,
Mallory Ksandra,White,Male,22,Senior Cost Accountant,New York,New York City,10160,"$263,994.85 ",,,,,,
Pasquale Tomasoni,Hispanic,Male,65,Help Desk Technician,New York,Rochester,14614,"$87,766.71 ",,,,,,
Nikolos Tyce,White,Male,26,Financial Analyst,New York,Jamaica,11499,"$283,407.45 ",,,,,,
Neda Fend,White,Female,31,Help Desk Operator,New York,New York City,10039,"$97,706.89 ",,,,,,
Taddeusz Dansie,White,Male,35,Software Developer,New York,Rochester,14624,"$51,434.54 ",,,,,,
Alvis Willgoss,White,Male,29,Account Coordinator,New York,Brooklyn,11241,"$97,923.26 ",,,,,,
