full_name,race,gender,age,job_title,state,city,zip_code,salary
Jocelyne Vakhlov,Hispanic,Female,43,Sales Associate,New York,Bronx,10464,23788
Freddi Grunnill,Other,Female,53,Web Designer,New York,New York City,10150,23124.84
Kendra Castagneri,White,Female,29,Help Desk Technician,New York,Albany,12237,15280.59
Aurel Skellorne,White,Female,55,Human Resources,New York,New York City,10203,17622.05
Fredrika Roycroft,White,Female,59,Web Designer,New York,New York City,10039,17941.12
Teddie Fiddler,Hispanic,Male,22,Data Coordiator,New York,New York City,10004,23465.87
Noach Heinish,White,Male,69,Account Executive,New York,New York City,10184,21305.72
Bobbee Heskey,Asian,Female,37,Legal Assistant,New York,Staten Island,10305,20131.43
Levy Gersam,Other,Male,66,General Manager,New York,Utica,13505,23263.6
Timoteo Wager,White,Male,25,Staff Scientist,New York,Buffalo,14220,20178.54
Gene Islep,White,Female,66,Librarian,New York,Rochester,14639,16117.93
Homere Hungerford,White,Male,43,Administrative Officer,New York,Albany,12222,21744.7
Melamie Please,Hispanic,Female,36,Sales Associate,New York,Bronx,10474,21869.02
Odey Morgon,White,Male,34,VP Marketing,New York,Buffalo,14269,19215.72
Waverley Wotherspoon,White,Male,39,Marketing Assistant,New York,Albany,12222,17472.24
Brandon Yurenev,White,Male,18,Nurse,New York,New York City,10249,22336.01
Janek Mapletoft,White,Male,56,Database Administrator,New York,Brooklyn,11205,19157.96
Sutherlan Rooson,Other,Male,51,Sales Associate,New York,New York City,10099,18155.9
West Shearman,Black,Male,20,Assistant Professor,New York,Albany,12205,22214.76
Tisha Bourne,Hispanic,Female,59,Research Associate,New York,Rochester,14639,21656.19
Murry Sleith,Black,Male,70,Sales Associate,New York,New York City,10039,15979.44
Murdoch Barke,White,Male,59,Junior Executive,New York,Schenectady,12325,24563.83
Thibaut Tuson,Black,Male,20,Cost Accountant,New York,New York City,10165,16370.47
Germayne Skedge,Hispanic,Male,42,Operator,New York,Rochester,14652,23302.18
Kathie Thaxton,White,Female,34,Electrician,New York,Bronx,10454,24667.12
Bianka Enden,White,Female,48,Accountant,New York,Buffalo,14225,20044.11
Boris Deveral,White,Male,58,Graphic Designer,New York,Buffalo,14210,20615.11
Jakob De Clairmont,White,Male,32,Account Coordinator,New York,Jamaica,11407,19259.87
Alexis Whifen,Black,Male,59,Administrative Officer,New York,Syracuse,13217,24701.69
Hetty Ronci,Hispanic,Female,39,Assistant Manager,New York,New York City,10165,22282.32
Jamesy Stent,Hispanic,Male,52,Software Consultant,New York,Brooklyn,11225,17188.9
Allen Sollowaye,Black,Male,46,Geologist,New York,New York City,10024,24285.96
Gordie Longhi,White,Male,68,Help Desk Technician,New York,Brooklyn,11220,16251.57
Raymund Siehard,Hispanic,Male,61,Financial Analyst,New York,Staten Island,10305,24496.48
Nicola Kovnot,White,Female,45,Database Administrator,New York,New York City,10270,21110.36
Garrick Note,White,Male,59,Software Consultant,New York,Albany,12205,23372.42
Bale Kinchin,Black,Male,24,Tax Accountant,New York,Utica,13505,19552.37
Adoree O'Codihie,White,Female,61,Physical Therapy Assistant,New York,New York City,10039,20953.56
Stirling Pestricke,White,Male,40,Professor,New York,Albany,12247,23668.73
Sisile Bennallck,White,Female,20,Software Developer,New York,Utica,13505,17481.24
Ros Matijevic,White,Female,20,Marketing Assistant,New York,New York City,10275,15268.78
Carleen Grishin,Hispanic,Female,47,Clinical Specialist,New York,New York City,10034,24708.88
Chane McAteer,White,Male,67,Statistician,New York,Elmira,14905,22897.96
Aldridge Alf,White,Male,27,Marketing Manager,New York,Bronx,10459,21600.65
Vincenz Astlet,Black,Male,52,Sales Associate,New York,New York City,10275,20963.91
Ambur Atwood,Black,Female,38,Professor,New York,New York City,10045,21541.42
Guinevere Aldwinckle,White,Female,63,Teacher,New York,Bronx,10469,17138.58
Roslyn Saunier,White,Female,67,Assistant Media Planner,New York,New York City,10115,16548.79
Kitty Plank,White,Female,29,Desktop Support Technician,New York,New York City,10260,15939.68
Corinna Imason,Black,Female,55,Recruiting Manager,New York,Jamaica,11436,16656.59
Roanne Streetfield,Hispanic,Female,31,Accountant,New York,Hicksville,11854,18230.18
Elihu Macieiczyk,White,Male,23,Buget Analyst,New York,Flushing,11388,21095.28
Hesther Deyes,White,Female,21,Web Designer,New York,Albany,12210,21137.93
Renee Vasser,White,Female,46,Teacher,New York,Brooklyn,11236,23825.45
Mitzi Macak,Hispanic,Female,45,Data Coordiator,New York,Mount Vernon,10557,22783.3
Melicent Sarvar,White,Female,69,Software Developer,New York,White Plains,10633,21891.05
Jaimie Normabell,Hispanic,Male,28,Teacher,New York,New York City,10175,20918.67
Jacquelyn Madge,Hispanic,Female,43,VP Quality Control,New York,New York City,10019,21598.37
Jacky Ferrea,White,Female,33,Account Executive,New York,Buffalo,14225,22878.34
Robinett McCully,White,Female,36,Operator,New York,New York City,10292,21793.77
Clyve Cahill,Black,Male,56,Assistant Manager,New York,Albany,12255,17139.23
Tonie Dorr,White,Female,63,Environmental Tech,New York,Rochester,14683,20905.84
Herbie M'cowis,Asian,Male,31,Database Administrator,New York,Buffalo,14233,22293.65
Jamill Higford,Other,Male,67,Software Developer,New York,Albany,12255,20953.04
Westbrooke Benedick,White,Male,53,Marketing Manager,New York,Schenectady,12325,23826.25
Nananne Deshorts,White,Female,70,Human Resources,New York,New York City,10275,21880.32
Donni Crowcher,White,Female,60,Compensation Analyst,New York,Buffalo,14205,15733
Dion Shewen,Black,Male,40,Accountant,New York,New Hyde Park,11044,24859.13
Ave Scyner,White,Male,41,Executive Assistant,New York,Syracuse,13205,15381.95
Elmer Stolting,White,Male,44,VP Sales,New York,Elmira,14905,20489.16
Liane Jeafferson,White,Female,44,Systems Administrator,New York,Albany,12227,16164.81
Daile Knoller,Black,Female,29,Software Developer,New York,New York City,10280,16692.43
Dusty Belmont,White,Female,60,Financial Advisor,New York,Staten Island,10310,18257.45
Jessa McGairl,White,Female,31,Recruiter,New York,Bronx,10469,17323.09
Hillery Curthoys,Hispanic,Male,49,Compensation Analyst,New York,Rochester,14609,19863.74
Madelle Olorenshaw,White,Female,18,Information Systems Manager,New York,Albany,12232,22629.52
Anjela Lief,White,Female,39,Media Manager,New York,New York City,10099,22139.51
Knox Martinello,Hispanic,Male,44,Teacher,New York,Brooklyn,11220,21228.54
Kirbee Drinkel,White,Female,23,Desktop Support Technician,New York,Utica,13505,17236.02
Gaspard Deackes,Hispanic,Male,60,Software Developer,New York,New York City,10039,24254.46
Skye Whetton,White,Male,32,Biostatistician,New York,Albany,12227,18347.31
Lauretta O'Bruen,White,Female,41,Junior Executive,New York,Albany,12237,22201.01
Leonid Fosten,Other,Male,39,Teacher,New York,Rochester,14619,21569.06
George Devereux,Hispanic,Male,31,Software Consultant,New York,Syracuse,13205,22278.19
Adria Bozward,White,Female,64,VP Accounting,New York,Buffalo,14263,20223.01
Forrester Tefft,White,Male,57,Teacher,New York,Albany,12242,17020.4
Frederico Schanke,Asian,Male,21,Help Desk Operator,New York,Rochester,14619,17485.74
Humphrey Winslet,White,Male,18,Assistant Manager,New York,Albany,12255,15408.57
Bailie Grabeham,Hispanic,Male,67,Internal Auditor,New York,Brooklyn,11220,19602.32
Celine Demogeot,White,Female,40,Internal Auditor,New York,Brooklyn,11215,16160
Rickie Lerego,Black,Male,38,Food Chemist,New York,Rochester,14646,15990.05
Gallagher Southard,Black,Male,29,Teacher,New York,Bronx,10454,21406.8
Pace Baitman,White,Male,28,Financial Advisor,New York,Brooklyn,11231,23730.86
Chadd Pellman,White,Male,18,Information Systems Manager,New York,Albany,12242,23728.22
Malinda Orleton,Hispanic,Female,35,Teacher,New York,Buffalo,14205,23606.38
Milt Chesters,White,Male,26,Teacher,New York,Syracuse,13217,16158.66
Sim Tithacott,White,Male,69,Teacher,New York,New York City,10249,23788
Charita Ponton,White,Female,48,Project Manager,New York,Buffalo,14263,23124.84
Cairistiona Rays,White,Female,43,Sales Associate,New York,Albany,12205,15280.59
Donetta Mattusevich,Black,Female,50,Executive Assistant,New York,Brooklyn,11225,17622.05
Colver Knibbs,Black,Male,47,Automation Specialist,New York,Albany,12247,17941.12
Benny Kidds,White,Male,26,Teacher,New York,New York City,10029,23465.87
Lee Outibridge,White,Male,58,Graphic Designer,New York,New Hyde Park,11044,21305.72
Robenia Caherny,White,Female,62,Teacher,New York,Brooklyn,11247,20131.43
Damaris Baume,White,Female,44,Research Assistant,New York,New Hyde Park,11044,23263.6
Brok Lockney,White,Male,20,Teacher,New York,Jamaica,11447,20178.54
Domini Bairnsfather,White,Female,27,Teacher,New York,New York City,10029,16117.93
Pavla Pothbury,White,Female,57,Junior Executive,New York,Buffalo,14225,21744.7
Fleming Cradduck,White,Male,69,Tax Accountant,New York,Hicksville,11854,21869.02
Skelly Bradick,Black,Male,66,VP Sales,New York,Syracuse,13205,19215.72
Andras Wylder,Hispanic,Male,61,Director of Sales,New York,New York City,10249,17472.24
Sullivan Berkowitz,Hispanic,Male,53,Registered Nurse,New York,Bronx,10459,22336.01
Axel Raise,Hispanic,Male,31,Sales Associate,New York,Jamaica,11480,19157.96
Inglebert Coward,Asian,Male,49,Teacher,New York,Buffalo,14220,18155.9
Simone Glanfield,Hispanic,Male,27,Statistician,New York,New York City,10014,22214.76
Ben Micka,White,Male,66,Sales Representative,New York,Rochester,14624,21656.19
Hunter Zorzin,White,Male,23,Business Systems Development Analyst,New York,Flushing,11388,15979.44
Zackariah Barnes,White,Male,68,Statistician,New York,Albany,12242,24563.83
Seamus Rankin,White,Male,69,Executive Assistant,New York,Jamaica,11436,16370.47
Ari Vizard,Other,Male,23,Dental Hygienist,New York,New York City,10155,23302.18
Lorry Buckenham,White,Female,22,Teacher,New York,New York City,10160,24667.12
Brnaby Pougher,White,Male,69,Help Desk Technician,New York,New York City,10039,20044.11
Drud Feronet,Black,Male,55,Associate Professor,New York,Flushing,11388,20615.11
Hedwiga Wimmer,Hispanic,Female,22,Senior Editor,New York,New York City,10203,19259.87
Jarvis Callister,Hispanic,Male,43,Teacher,New York,Jamaica,11470,24701.69
Laetitia Gellett,Hispanic,Female,45,Buget Analyst,New York,New York City,10292,22282.32
Tommy O'Curneen,White,Female,25,Staff Scientist,New York,New York City,10079,17188.9
Gaby Hull,White,Male,35,Teacher,New York,Buffalo,14276,24285.96
Julee Plom,White,Female,24,Software Developer,New York,New York City,10175,16251.57
Berna Yonnie,White,Female,22,Software Developer,New York,Rochester,14639,24496.48
Alfonse Jiran,White,Male,39,Senior Sales Associate,New York,Brooklyn,11236,21110.36
Kimbell Cox,White,Male,31,Research Associate,New York,New York City,10203,23372.42
Hew Yitzovicz,Hispanic,Male,52,Automation Specialist,New York,New York City,10099,19552.37
Chelsey Tatters,White,Female,62,Recruiter,New York,New York City,10024,20953.56
Kathy Dunkirk,Other,Female,49,Research Nurse,New York,Rochester,14639,23668.73
Gretal Sweet,Hispanic,Female,64,Speech Pathologist,New York,Jamaica,11447,17481.24
Andrus Kesteven,White,Male,24,Financial Advisor,New York,Schenectady,12305,15268.78
Zared Ramble,White,Male,70,Legal Assistant,New York,New Hyde Park,11044,24708.88
Rosaleen McLenaghan,Other,Female,46,Marketing Manager,New York,Jamaica,11470,22897.96
Jaquith Castillou,Black,Female,38,Internal Auditor,New York,Buffalo,14220,21600.65
Teri Kleinhaut,White,Female,68,Geologist,New York,Brooklyn,11247,20963.91
Ax Faustian,White,Male,34,Software Developer,New York,Hicksville,11854,21541.42
Stevie MacCarter,White,Male,64,VP Marketing,New York,Bronx,10464,17138.58
Fran Stampfer,White,Male,21,Occupational Therapist,New York,New York City,10160,16548.79
Chris Mazillius,Hispanic,Female,24,Help Desk Technician,New York,New York City,10275,15939.68
Mallory Ksandra,White,Male,22,Senior Cost Accountant,New York,New York City,10160,16656.59
Pasquale Tomasoni,Hispanic,Male,65,Help Desk Technician,New York,Rochester,14614,18230.18
Nikolos Tyce,White,Male,26,Financial Analyst,New York,Jamaica,11499,21095.28
Neda Fend,White,Female,31,Help Desk Operator,New York,New York City,10039,21137.93
Taddeusz Dansie,White,Male,35,Software Developer,New York,Rochester,14624,23825.45
Alvis Willgoss,White,Male,29,Account Coordinator,New York,Brooklyn,11241,22783.3
Emmery Romeo,Hispanic,Male,20,Project Manager,New York,Brooklyn,11241,21891.05
Rodger Dalton,White,Male,64,Research Nurse,New York,Bronx,10464,20918.67
Nanni Drinan,Black,Female,41,Compensation Analyst,New York,New York City,10270,21598.37
Helen-elizabeth Matiasek,White,Female,18,Accountant,New York,Rochester,14614,22878.34
Ronnie Naismith,White,Female,28,Software Developer,New York,Albany,12205,21793.77
Dehlia Waryk,White,Female,47,Software Developer,New York,Flushing,11355,17139.23
Robbert Foran,White,Male,51,Software Developer,New York,Jamaica,11480,20905.84
Marie-jeanne Rubinsztein,Hispanic,Female,57,Media Manager,New York,Syracuse,13217,22293.65
Orbadiah Kearn,Other,Male,54,Financial Advisor,New York,Buffalo,14269,20953.04
Laural Okenfold,Hispanic,Female,50,Sales Associate,New York,New York City,10160,23826.25
Dionisio Hudless,Black,Male,20,Software Developer,New York,Buffalo,14276,21880.32
Obed Lilliman,White,Male,52,Information Systems Manager,New York,Albany,12255,15733
Corrine Tixall,Hispanic,Female,66,Teacher,New York,New York City,10110,24859.13
Justine Gomme,White,Female,19,Senior Editor,New York,Bronx,10464,15381.95
Taffy Culbard,White,Female,59,Statistician,New York,Albany,12232,20489.16
Drugi Slavin,Asian,Male,41,Software Developer,New York,Schenectady,12325,16164.81
Bellanca Haddick,White,Female,56,Teacher,New York,Albany,12262,16692.43
Frederique Poore,White,Female,54,Environmental Specialist,New York,Rochester,14652,18257.45
Saudra Johnigan,Black,Female,56,Social Worker,New York,Brooklyn,11220,17323.09
Alfie McTurley,Hispanic,Female,34,Safety Technician,New York,New York City,10099,19863.74
Fredra Rival,Hispanic,Female,20,Operator,New York,Flushing,11355,22629.52
Domenico Lamputt,Hispanic,Male,20,Teacher,New York,New York City,10090,22139.51
Arnie Cianni,Asian,Male,22,Media Manager,New York,New York City,10034,21228.54
Dyane Legrice,White,Female,47,VP Accounting,New York,New York City,10270,17236.02
Drusi Philbrook,White,Female,22,Graphic Designer,New York,Brooklyn,11215,24254.46
Michel Djurdjevic,White,Male,69,Operator,New York,Bronx,10454,18347.31
Nil Mulrooney,White,Male,32,VP Marketing,New York,Bronx,10469,22201.01
Vernor Swansborough,White,Male,23,Marketing Assistant,New York,Jamaica,11436,21569.06
Dino Pratchett,White,Male,48,Financial Analyst,New York,New York City,10099,22278.19
Ermin Gary,White,Male,30,Recruiter,New York,New York City,10115,20223.01
Leone Mathely,White,Female,59,Teacher,New York,Syracuse,13217,17020.4
Sofia Bickerdyke,White,Female,63,Administrative Officer,New York,Rochester,14639,17485.74
Carolina Lomasna,White,Female,53,Biostatistician,New York,New York City,10120,15408.57
Petronille Foord,White,Female,68,Registered Nurse,New York,Brooklyn,11236,19602.32
Waverley Baake,White,Male,48,Teacher,New York,Buffalo,14210,16160
Morry Baitson,Black,Male,40,Teacher,New York,White Plains,10633,15990.05
Christan Yeell,Other,Female,49,Project Manager,New York,Brooklyn,11231,21406.8
Claybourne Race,White,Male,18,Software Developer,New York,Jamaica,11470,23730.86
Danie Scroggs,White,Male,63,Statistician,New York,New York City,10004,23728.22
Ferdinand Dowglass,Other,Male,70,Software Developer,New York,Buffalo,14233,23606.38
Katalin Gatiss,White,Female,29,Senior Financial Analyst,New York,Albany,12247,16158.66
Kelby Vinick,White,Male,61,Researcher,New York,New York City,10131,23788
Gabriell Staynes,White,Female,32,Speech Pathologist,New York,New York City,10105,23124.84
Farris Boulstridge,Hispanic,Male,55,Data Coordiator,New York,Syracuse,13251,15280.59
Nanine Trussell,White,Female,37,Legal Assistant,New York,New York City,10270,17622.05
Maryanne Harner,Hispanic,Female,59,Human Resources,New York,Rochester,14604,17941.12
Horatia Wilne,White,Female,19,Speech Pathologist,New York,Albany,12227,23465.87
Northrup d' Eye,Hispanic,Male,31,Teacher,New York,Utica,13505,21305.72
Kalvin McKeney,Asian,Male,31,Administrative Officer,New York,Brooklyn,11231,20131.43
